File,Line,Status,Version,Context
./NEWS.md,1309,STALE_OR_DEP,0.9.5.4,"# morie 0.9.5.4 - 2026-05-21"
./NEWS.md,1334,STALE_OR_DEP,0.9.5,"renamed in v0.9.5 (vignette `chi-square-and-anova.Rmd`)."
./NEWS.md,1336,STALE_OR_DEP,0.9.5.4,"# morie 0.9.5.4 - 2026-05-21"
./NEWS.md,1338,STALE_OR_DEP,0.9.5.2,"Patch release over 0.9.5.2."
./NEWS.md,1341,STALE_OR_DEP,0.9.5.2,"in 0.9.5.2's `test-cov-fallbacks.R` used `pkgload::dev_packages()`"
./NEWS.md,1346,STALE_OR_DEP,0.9.5.2,"0.9.5.2."
./NEWS.md,1347,STALE_OR_DEP,0.9.5.2,"* 0.9.5.2 has been yanked from PyPI as a consequence of the above"
./NEWS.md,1350,STALE_OR_DEP,0.9.5.4,"# morie 0.9.5.4 - 2026-05-21"
./NEWS.md,1359,STALE_OR_DEP,0.9.5.1,"* All other fixes are inherited from 0.9.5.1: see entry below."
./NEWS.md,1361,STALE_OR_DEP,0.9.5.1,"# morie 0.9.5.1 - 2026-05-21"
./NEWS.md,1363,STALE_OR_DEP,0.9.5,"CRAN Policy: full cache-leak fix (supersedes 0.9.5 which was"
./NEWS.md,1369,STALE_OR_DEP,0.9.5,"for `morie_fetch_siu()` and `morie_fetch_tps()` in 0.9.5. Now"
./NEWS.md,1395,STALE_OR_DEP,0.9.5,"# morie 0.9.5 — 2026-05-21"
./NEWS.md,1397,STALE_OR_DEP,0.9.5,"Documentation + CI hardening (added 2026-05-21 to the v0.9.5"
./NEWS.md,1415,STALE_OR_DEP,0.9.5,"* **README rewrite** (top-level + R-package) to reflect v0.9.5"
./NEWS.md,1536,STALE_OR_DEP,0.9.5,"maintainer-confirmed table (starts empty in v0.9.5; populated by"
./NEWS.md,1674,STALE_OR_DEP,0.9.4,"# morie 0.9.4 — 2026-05-18"
./NEWS.md,1686,STALE_OR_DEP,0.9.3,"# morie 0.9.3 — 2026-05-17"
./NEWS.md,1690,STALE_OR_DEP,0.9.2,"* **Container build** — v0.9.2 missed copying `LICENSE` into the"
./NEWS.md,1700,STALE_OR_DEP,0.9.2,"# morie 0.9.2 — 2026-05-17"
./NEWS.md,1702,STALE_OR_DEP,0.9.1,"Fix: the Docker container build for the v0.9.1 C/C++ core."
./NEWS.md,1709,STALE_OR_DEP,0.9.1,"# morie 0.9.1 — 2026-05-17"
./NEWS.md,1726,STALE_OR_DEP,0.9.0,"# morie 0.9.0 — 2026-05-16"
./NEWS.md,1772,STALE_OR_DEP,0.8.0,"# morie 0.8.0 — 2026-05-16"
./NEWS.md,1808,STALE_OR_DEP,0.7.4,"# morie 0.7.4 — 2026-05-16"
./NEWS.md,1819,STALE_OR_DEP,0.9.5.6,"(`morie/0.9.5.6`–`morie/0.6.1`) and are now aligned to the release"
./NEWS.md,1819,STALE_OR_DEP,0.9.5.6,"(`morie/0.9.5.6`–`morie/0.6.1`) and are now aligned to the release"
./NEWS.md,1823,STALE_OR_DEP,0.7.3,"# morie 0.7.3 — 2026-05-15"
./NEWS.md,1836,STALE_OR_DEP,0.7.2,"# morie 0.7.2 — 2026-05-14"
./NEWS.md,1838,STALE_OR_DEP,0.7.1,"Documentation-only patch on top of 0.7.1. Supersedes the in-queue"
./NEWS.md,1839,STALE_OR_DEP,0.7.1,"0.7.1 submission for the rOpenSci pre-submission inquiry / next CRAN"
./NEWS.md,1843,STALE_OR_DEP,0.7.1,"from 19.9% in 0.7.1. ~50 user-facing exports got hand-written;"
./NEWS.md,1848,STALE_OR_DEP,0.7.1,"rOpenSci-readiness gap on 0.7.1."
./NEWS.md,1868,STALE_OR_DEP,0.7.1,"rebuilt after the OTIS-expansion + MRM-acronym fixes from 0.7.1."
./NEWS.md,1869,STALE_OR_DEP,0.7.1,"* No code or API changes vs 0.7.1."
./NEWS.md,1871,STALE_OR_DEP,0.7.1,"# morie 0.7.1 — 2026-05-14"
./NEWS.md,1873,STALE_OR_DEP,0.7.0,"# morie 0.7.0 — 2026-05-14"
./NEWS.md,1876,STALE_OR_DEP,0.7.3,"subsequently moved to `AGPL-3.0-or-later` in 0.7.3 — see that"
./NEWS.md,1889,STALE_OR_DEP,4.6.0,"* R 4.6.0 strict-`Author` compatibility: `DESCRIPTION` now carries"
./NEWS.md,1891,STALE_OR_DEP,4.6.0,"`R CMD check` passes on the 4.6.0 series."
./NEWS.md,1895,STALE_OR_DEP,0.9.5.6,"# morie 0.9.5.6 — 2026-05-11"
./NEWS.md,1899,STALE_OR_DEP,0.1.14,"`rmorie::mrm_classify_mandela()` (which had shipped in v0.1.14)."
./NEWS.md,1900,STALE_OR_DEP,0.2.0,"All 25 v0.2.0-era callables now exist on both language sides."
./NEWS.md,1901,STALE_OR_DEP,0.1.15,"* Version bumped from 0.1.15 to 0.2.0 to mark the cumulative"
./NEWS.md,1901,STALE_OR_DEP,0.1.15,"* Version bumped from 0.1.15 to 0.2.0 to mark the cumulative"
./NEWS.md,1903,STALE_OR_DEP,0.1.3,"v0.1.3:  12 mrm_* callables; ArcGIS REST + on-demand SIU"
./NEWS.md,1917,STALE_OR_DEP,0.1.15,"# morie 0.1.15 — 2026-05-11"
./NEWS.md,1953,STALE_OR_DEP,0.1.2,"# morie 0.1.2"
./NEWS.md,1964,STALE_OR_DEP,0.1.0,"# morie 0.1.0-4 (r-universe pre-CRAN)"
./R/Alfcrop.R,5,STALE_OR_DEP,1.2.8,"#' Supplement section 1.2.8 of Jumper et al. (2021); pp. 7-8.  Training"
./R/Alfcrop.R,26,STALE_OR_DEP,1.2.8,"#' @references Jumper et al (2021) Nature 596:583-589; Suppl. section 1.2.8"
./R/Alfdgram.R,5,STALE_OR_DEP,1.9.8,"#' Supplement section 1.9.8 of Jumper et al. (2021); p. 39.  The pair"
./R/Alfdgram.R,19,STALE_OR_DEP,1.9.8,"#' @references Jumper et al (2021) Nature 596:583-589; Suppl. section 1.9.8"
./R/Alfpae.R,5,STALE_OR_DEP,1.9.7,"#' Supplement section 1.9.7 of Jumper et al. (2021); p. 38.  The error in"
./R/Alfpae.R,20,STALE_OR_DEP,1.9.7,"#' @references Jumper et al (2021) Nature 596:583-589; Suppl. section 1.9.7"
./R/Alfviol.R,5,STALE_OR_DEP,1.9.11,"#' Supplement section 1.9.11; equations (44)-(47) of Jumper et al. (2021);"
./R/Basisexp.R,5,STALE_OR_DEP,2.6.1,"#' Learning; 2nd ed.; Springer; Sections 2.6.1 and 2.8.3; book pp. 30 and"
./R/Basisexp.R,5,STALE_OR_DEP,2.6.1,"#' Learning; 2nd ed.; Springer; Sections 2.6.1 and 2.8.3; book pp. 30 and"
./R/Gausslik.R,5,STALE_OR_DEP,2.6.3,"#' Learning; 2nd ed.; Springer; Section 2.6.3; book p. 31 (PDF p. 50):"
./R/Glpopt.R,24,STALE_OR_DEP,2.2.103,"#'   \doi{10.1287/moor.2.2.103}"
./R/Gpkern.R,24,STALE_OR_DEP,4.2.4,"#'   for Machine Learning; MIT Press; sect. 4.2.4."
./R/Gpkern.R,69,STALE_OR_DEP,4.2.4,"method = sum/product/warp composition of RBF kernels; Duvenaud et al. (2013); Rasmussen & Williams (2006) sect. 4.2.4)"
./R/Hmmprf.R,22,STALE_OR_DEP,14.9.755,"#'   \doi{10.1093/bioinformatics/14.9.755}; Krogh; Brown; Mian;"
./R/Hrzctrl.R,6,STALE_OR_DEP,5.5.2,"#' Econometrics; Section 5.5.2; pages 186-187.  The model is"
./R/Hrzphvnp.R,7,STALE_OR_DEP,6.3.4,"#' Econometrics; Section 6.3.4; pages 223-226; implementing Horowitz"
./R/Hrzphvnp.R,31,STALE_OR_DEP,6.3.1,"#' orientation to (6.61) in Section 6.3.1; each section is implemented"
./R/Hrzphvnp.R,74,STALE_OR_DEP,6.3.4,"#' 6.3.4 contradicts; all checked against pages 223-225:"
./R/Hrzplrq.R,6,STALE_OR_DEP,3.6.3,"#' Econometrics; Section 3.6.3; pages 90-91.  The model is"
./R/Hrzseriu.R,6,STALE_OR_DEP,5.4.2,"#' Econometrics; Section 5.4.2; pages 178-181; following Blundell;"
./R/Hrzseriu.R,7,STALE_OR_DEP,5.4.1,"#' Chen and Kristensen (2007).  Section 5.4.1 estimates the operator"
./R/Hrztiku.R,6,STALE_OR_DEP,5.4.1,"#' Econometrics; Section 5.4.1; pages 171-172.  For Y = g(X) + U with"
./R/Hrztmod.R,7,STALE_OR_DEP,6.3.1,"#' Econometrics; Section 6.3.1; pages 216-218.  The model is"
./R/Hrztmod.R,45,STALE_OR_DEP,2.6.1,"#' Section 2.6.1 with the scale normalisation |beta_1| = 1 (HT2(a));"
./R/Idealf.R,22,STALE_OR_DEP,2.4.3,"#' section 2.4.3; equations (2.6)-(2.8); p.27."
./R/Itr2dd.R,26,STALE_OR_DEP,31.2.3,"#'   \doi{10.1257/jep.31.2.3}; Sant'Anna and Zhao (2020); Journal of"
./R/Jackvar.R,19,STALE_OR_DEP,4.2.5,"#'   ed.; Springer; ch. 4; eq. (4.2.5)."
./R/Jackvar.R,49,STALE_OR_DEP,4.2.5,"method = v_J = ((R-1)/R) sum_r (theta_r - theta)^2; Wolter (2007) eq. (4.2.5))"
./R/Jntlmm.R,33,STALE_OR_DEP,1.4.465,"#'   1(4):465-480; \doi{10.1093/biostatistics/1.4.465}; Rizopoulos"
./R/Kpmsmp.R,22,STALE_OR_DEP,67.1.133,"#'   \doi{10.1093/biomet/67.1.133}"
./R/Krig.R,24,STALE_OR_DEP,58.8.1246,"#'   Geology 58(8):1246-1266; \doi{10.2113/gsecongeo.58.8.1246};"
./R/KrigCl.R,10,STALE_OR_DEP,58.8.1246,"#'   Geology 58(8):1246-1266; \doi{10.2113/gsecongeo.58.8.1246}."
./R/Krigsm.R,12,STALE_OR_DEP,58.8.1246,"#'   Geology 58(8):1246-1266; \doi{10.2113/gsecongeo.58.8.1246};"
./R/Lmpi.R,6,STALE_OR_DEP,8.2.6,"#' section 8.2.6; printed page 813; equations (8.36) and (8.37):"
./R/Logor.R,6,STALE_OR_DEP,8.4.4,"#' section 8.4.4; printed page 834; equation (8.63):"
./R/Lrresid.R,6,STALE_OR_DEP,8.4.5,"#' section 8.4.5 Residual Analysis; printed pages 837-838; equations"
./R/Nadwat.R,5,STALE_OR_DEP,2.8.2,"#' Learning; 2nd ed.; Springer; Section 2.8.2; book p. 35 (PDF p. 54):"
./R/Nnet1lay.R,5,STALE_OR_DEP,2.8.3,"#' Learning; 2nd ed.; Springer; Section 2.8.3; book p. 36 (PDF p. 55):"
./R/Olsfit.R,5,STALE_OR_DEP,2.3.1,"#' Learning; 2nd ed.; Springer; Chapter 2; Section 2.3.1; book pp. 11-12"
./R/Outmad.R,30,STALE_OR_DEP,2.5.2,"#' section 2.5.2; equation (2.14); p.33."
./R/Outms.R,22,STALE_OR_DEP,2.5.1,"#' section 2.5.1; equation (2.13); p.32."
./R/Pseudor2.R,6,STALE_OR_DEP,8.4.6,"#' section 8.4.6 Pseudo Coefficients of Determination; printed pages"
./R/Radj.R,6,STALE_OR_DEP,8.2.7,"#' section 8.2.7 Variable Selection Method; printed page 813;"
./R/Shfflm.R,40,STALE_OR_DEP,1.9781611975482.151,"#'   Theorem 7. \doi{10.1137/1.9781611975482.151}"
./R/Sigbasis.R,5,STALE_OR_DEP,2.6.1,"#' Learning; 2nd ed.; Springer; Section 2.6.1; book p. 30 (PDF p. 49):"
./R/Slope1.R,34,STALE_OR_DEP,1.9781611972757.43,"#'   \doi{10.1137/1.9781611972757.43}"
./R/Tldepl.R,15,STALE_OR_DEP,2.1.10,"#'   Dependence Concepts. Chapman and Hall; section 2.1.10."
./R/Tldepu.R,14,STALE_OR_DEP,2.1.10,"#'   Dependence Concepts. Chapman and Hall; section 2.1.10."
./R/aaa_counterfactual.R,5,STALE_OR_DEP,7.1.7,"# pp. 36-37 for the three-step procedure; Theorem 7.1.7 for the"
./R/aaa_dist_native.R,6,STALE_OR_DEP,7.1.14,"# small |x| and the Abramowitz & Stegun 7.1.14 continued fraction for the"
./R/aaa_helpers_fauzi.R,38,STALE_OR_DEP,5.3.2,"#' Sec. 5.3.2 says the same in words -- Azzalini (1981) recommended"
./R/aaa_helpers_hrz3.R,168,STALE_OR_DEP,2.6.1,"# Density-weighted average derivative; Horowitz Sec. 2.6.1:"
./R/aaa_helpers_hrz3.R,175,STALE_OR_DEP,2.6.1,"#' Density-weighted average derivative; Horowitz Sec. 2.6.1:"
./R/aaa_icrf.R,7,STALE_OR_DEP,17.4.5,"# Theories of Mental Test Scores; chs. 17-20; eq. (17.4.5):"
./R/aaa_pacfp.R,13,STALE_OR_DEP,3.2.6,"# Box; Jenkins; Reinsel & Ljung (2015) sec. 3.2.6; Durbin (1960);"
./R/aaa_rangayyan_adapt.R,546,STALE_OR_DEP,3.10.1,"#' Section 3.10.1: the primary input is x = v + m.  The method needs the"
./R/aaa_rangayyan_adapt.R,558,STALE_OR_DEP,3.10.1,"# Section 3.10.1: the primary input is x = v + m.  The method needs the"
./R/aaa_rangayyan_adapt.R,583,STALE_OR_DEP,3.10.1,"method = Rangayyan (2024) Section 3.10.1"
./R/aaa_rangayyan_adapt.R,856,STALE_OR_DEP,3.10.2,"# Section 3.10.2: run the canceller; eqs. (3.195)-(3.196); (3.203)."
./R/aaa_rangayyan_adapt.R,909,STALE_OR_DEP,3.10.2,"method = Rangayyan (2024) Section 3.10.2; eq. (3.203)"
./R/aaa_rangayyan_adapt.R,1082,STALE_OR_DEP,3.10.3,"#' Section 3.10.3; eqs. (3.215); (3.221); (3.224)-(3.225).  P is"
./R/aaa_rangayyan_adapt.R,1100,STALE_OR_DEP,3.10.3,"# Section 3.10.3; eqs. (3.215); (3.221); (3.224)-(3.225).  P is"
./R/aaa_rangayyan_adapt.R,1158,STALE_OR_DEP,3.10.3,"Rangayyan (2024) Section 3.10.3; eqs. (3.215);;"
./R/aaa_rangayyan_adapt.R,1164,STALE_OR_DEP,8.6.2,"#' Section 8.6.2.  Every stage is itself a predictor; so one run gives"
./R/aaa_rangayyan_adapt.R,1180,STALE_OR_DEP,8.6.2,"# Section 8.6.2.  Every stage is itself a predictor; so one run gives"
./R/aaa_rangayyan_adapt.R,1255,STALE_OR_DEP,8.6.1,"# Section 8.6.1: watch the RLS error power and mark a boundary where it"
./R/aaa_rangayyan_adapt.R,1440,STALE_OR_DEP,8.5.1,"#' Section 8.5.1; the spectral error measure: the mean squared"
./R/aaa_rangayyan_adapt.R,1454,STALE_OR_DEP,8.5.1,"# Section 8.5.1; the spectral error measure: the mean squared difference"
./R/aaa_rangayyan_adapt.R,1480,STALE_OR_DEP,8.5.2,"#' Section 8.5.2; eqs. (8.27)-(8.29); after Michael and Houchin"
./R/aaa_rangayyan_adapt.R,1497,STALE_OR_DEP,8.5.2,"# Section 8.5.2; eqs. (8.27)-(8.29); after Michael and Houchin."
./R/aaa_rangayyan_ar.R,2,STALE_OR_DEP,3.4.3,"# PSD; order selection; and the pole-zero forms of Section 3.4.3."
./R/aaa_rangayyan_ar.R,231,STALE_OR_DEP,7.5.2,"Akaike (1970) FPE; Rangayyan (2024) Section 7.5.2;"
./R/aaa_rangayyan_ar.R,267,STALE_OR_DEP,7.5.2,"Rissanen (1978) MDL; Rangayyan (2024) Section 7.5.2;"
./R/aaa_rangayyan_ccf.R,135,STALE_OR_DEP,8.5.3,"# Section 8.5.3.  On a boundary the reference window RESTARTS; without"
./R/aaa_rangayyan_ccf.R,207,STALE_OR_DEP,8.5.3,"method = Rangayyan (2024) Section 8.5.3 (GLR adaptive segmentation)"
./R/aaa_rangayyan_cep.R,628,STALE_OR_DEP,4.7.3,"#' Section 4.7.3: the vocal tract lives at LOW quefrency; the glottal"
./R/aaa_rangayyan_cep.R,643,STALE_OR_DEP,4.7.3,"# Section 4.7.3: the vocal tract lives at LOW quefrency; the glottal"
./R/aaa_rangayyan_cep.R,671,STALE_OR_DEP,4.7.3,"method = Rangayyan (2024) Section 4.7.3 (cepstral liftering)"
./R/aaa_rangayyan_cep.R,675,STALE_OR_DEP,4.7.1,"#' Section 4.7.1; Figure 4.23: log -> linear filter -> exp.  The signal"
./R/aaa_rangayyan_cep.R,688,STALE_OR_DEP,4.7.1,"# Section 4.7.1; Figure 4.23: log -> linear filter -> exp.  The signal"
./R/aaa_rangayyan_cep.R,713,STALE_OR_DEP,4.7.1,"method = Rangayyan (2024) Section 4.7.1; eqs. (4.58)-(4.60)"
./R/aaa_rangayyan_cep.R,717,STALE_OR_DEP,4.7.2,"#' Section 4.7.2: DFT -> complex log -> IDFT -> lifter -> DFT -> exp ->"
./R/aaa_rangayyan_cep.R,730,STALE_OR_DEP,4.7.2,"# Section 4.7.2: DFT -> complex log -> IDFT -> lifter -> DFT -> exp ->"
./R/aaa_rangayyan_cep.R,751,STALE_OR_DEP,4.7.2,"method = Rangayyan (2024) Section 4.7.2; eqs. (4.61)-(4.66)"
./R/aaa_rangayyan_cep.R,755,STALE_OR_DEP,4.7.3,"#' Section 4.7.3.  The two lifters must PARTITION the quefrency axis"
./R/aaa_rangayyan_cep.R,770,STALE_OR_DEP,4.7.3,"# Section 4.7.3.  The two lifters must PARTITION the quefrency axis"
./R/aaa_rangayyan_cep.R,798,STALE_OR_DEP,4.7.3,"method = Rangayyan (2024) Section 4.7.3"
./R/aaa_rangayyan_cep.R,821,STALE_OR_DEP,4.7.3,"# Section 4.7.3: the vocal tract contributes only below the pitch"
./R/aaa_rangayyan_cep.R,857,STALE_OR_DEP,4.7.3,"Rangayyan (2024) Section 4.7.3 (vocal-tract;"
./R/aaa_rangayyan_cep.R,863,STALE_OR_DEP,4.7.2,"#' Section 4.7.2; after eq (4.73): a minimum-phase signal has a CAUSAL"
./R/aaa_rangayyan_cep.R,875,STALE_OR_DEP,4.7.2,"# Section 4.7.2; after eq (4.73): a minimum-phase signal has a CAUSAL"
./R/aaa_rangayyan_cep.R,907,STALE_OR_DEP,4.7.2,"Rangayyan (2024) Section 4.7.2 (minimum-phase;"
./R/aaa_rangayyan_class.R,506,STALE_OR_DEP,10.9.1,"#' Section 10.9.1.  The area the book calls A_z; by the trapezoidal"
./R/aaa_rangayyan_class.R,524,STALE_OR_DEP,10.9.1,"# Section 10.9.1.  The area the book calls A_z; by the trapezoidal"
./R/aaa_rangayyan_class.R,558,STALE_OR_DEP,10.9.1,"method = Rangayyan (2024) Section 10.9.1 (ROC; A_z)"
./R/aaa_rangayyan_class.R,562,STALE_OR_DEP,10.9.2,"#' Section 10.9.2; McNemar\'s test of SYMMETRY.  The book states it on a"
./R/aaa_rangayyan_class.R,578,STALE_OR_DEP,10.9.2,"# Section 10.9.2; McNemar's test of SYMMETRY.  The book states it on a"
./R/aaa_rangayyan_class.R,622,STALE_OR_DEP,10.9.2,"Rangayyan (2024) Section 10.9.2 (McNemar's test;"
./R/aaa_rangayyan_class.R,758,STALE_OR_DEP,10.10.1,"method = Rangayyan (2024) Section 10.10.1 (average divergence)"
./R/aaa_rangayyan_class.R,1167,STALE_OR_DEP,10.10.1,"#' Section 10.10.1: J = tr(S_B) / tr(S_W).  The trace ratio ignores the"
./R/aaa_rangayyan_class.R,1180,STALE_OR_DEP,10.10.1,"# Section 10.10.1: J = tr(S_B) / tr(S_W).  The trace ratio ignores the"
./R/aaa_rangayyan_class.R,1213,STALE_OR_DEP,10.10.1,"method = Rangayyan (2024) Section 10.10.1 (separability of features)"
./R/aaa_rangayyan_class.R,1217,STALE_OR_DEP,10.4.2,"#' Section 10.4.2: w = S_W^-1 (m1 - m2); the direction maximizing the"
./R/aaa_rangayyan_class.R,1231,STALE_OR_DEP,10.4.2,"# Section 10.4.2: w = S_W^-1 (m1 - m2); the direction maximizing the"
./R/aaa_rangayyan_class.R,1270,STALE_OR_DEP,10.4.2,"method = Rangayyan (2024) Section 10.4.2 (Fisher LDA)"
./R/aaa_rangayyan_class.R,1274,STALE_OR_DEP,10.4.3,"#' Section 10.4.3: D^2 = (x - mu)^T C^-1 (x - mu).  Distance in units of"
./R/aaa_rangayyan_class.R,1288,STALE_OR_DEP,10.4.3,"# Section 10.4.3: D^2 = (x - mu)^T C^-1 (x - mu).  Distance in units of"
./R/aaa_rangayyan_class.R,1308,STALE_OR_DEP,10.4.3,"method = Rangayyan (2024) Section 10.4.3 (distance functions)"
./R/aaa_rangayyan_class.R,1312,STALE_OR_DEP,10.4.1,"#' Section 10.4.1: d_i(x) = w_i^T x + w_i0; assign to the largest.  The"
./R/aaa_rangayyan_class.R,1326,STALE_OR_DEP,10.4.1,"# Section 10.4.1: d_i(x) = w_i^T x + w_i0; assign to the largest.  The"
./R/aaa_rangayyan_class.R,1346,STALE_OR_DEP,10.4.1,"Rangayyan (2024) Section 10.4.1 (discriminant and;"
